category,name,prompt,negative,my prompt,my prefix,my type,my lookup,my negative,my name,my number,my seed mod,calculated seed,skip
fantasy-realistic2-isometric,1043-sm-store-fantasy-realistic2-isometric-4,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1043,3,4,
fantasy-realistic2-isometric,1044-sm-store-fantasy-realistic2-isometric-5,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1044,4,5,
fantasy-realistic2-isometric,1045-sm-store-fantasy-realistic2-isometric-6,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1045,5,6,
fantasy-realistic2-isometric,1046-sm-store-fantasy-realistic2-isometric-7,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1046,6,7,
fantasy-realistic2-isometric,1047-sm-store-fantasy-realistic2-isometric-8,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1047,7,8,
fantasy-realistic2-isometric,1048-sm-store-fantasy-realistic2-isometric-9,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1048,8,9,
fantasy-realistic2-isometric,1049-sm-store-fantasy-realistic2-isometric-10,"small general store, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small general store,small,general store,store,,sm-store,1049,9,10,
fantasy-realistic2-isometric,1050-sm-healer-fantasy-realistic2-isometric-1,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1050,0,1,
fantasy-realistic2-isometric,1051-sm-healer-fantasy-realistic2-isometric-2,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1051,1,2,
fantasy-realistic2-isometric,1052-sm-healer-fantasy-realistic2-isometric-3,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1052,2,3,
fantasy-realistic2-isometric,1053-sm-healer-fantasy-realistic2-isometric-4,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1053,3,4,
fantasy-realistic2-isometric,1054-sm-healer-fantasy-realistic2-isometric-5,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1054,4,5,
fantasy-realistic2-isometric,1055-sm-healer-fantasy-realistic2-isometric-6,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1055,5,6,
fantasy-realistic2-isometric,1056-sm-healer-fantasy-realistic2-isometric-7,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1056,6,7,
fantasy-realistic2-isometric,1057-sm-healer-fantasy-realistic2-isometric-8,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1057,7,8,
fantasy-realistic2-isometric,1058-sm-healer-fantasy-realistic2-isometric-9,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1058,8,9,
fantasy-realistic2-isometric,1059-sm-healer-fantasy-realistic2-isometric-10,"small healer's office, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small healer's office,small,healer's office,healer,,sm-healer,1059,9,10,
fantasy-realistic2-isometric,1060-sm-government-fantasy-realistic2-isometric-1,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1060,0,1,
fantasy-realistic2-isometric,1061-sm-government-fantasy-realistic2-isometric-10,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1061,9,10,
fantasy-realistic2-isometric,1062-sm-government-fantasy-realistic2-isometric-19,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1062,18,19,
fantasy-realistic2-isometric,1063-sm-government-fantasy-realistic2-isometric-28,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1063,27,28,
fantasy-realistic2-isometric,1064-sm-government-fantasy-realistic2-isometric-37,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1064,36,37,
fantasy-realistic2-isometric,1065-sm-government-fantasy-realistic2-isometric-46,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1065,45,46,
fantasy-realistic2-isometric,1066-sm-government-fantasy-realistic2-isometric-55,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1066,54,55,
fantasy-realistic2-isometric,1067-sm-government-fantasy-realistic2-isometric-64,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1067,63,64,
fantasy-realistic2-isometric,1068-sm-government-fantasy-realistic2-isometric-73,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1068,72,73,
,1069-sm-government-fantasy-realistic2-isometric-82,"small town hall, exterior isometric, ultra realistic, fantasy, white background, day time, highly detailed, beautiful detailed intricate stunning amazing epic, video game","split screen, interior, cartoon, collection, trees, user interface",small town hall,small,town hall,government,,sm-government,1069,81,82,
